feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-1.383515140352146,0.3165833292079989,1.5120217504658362,0.8677528006052388,-0.6852755128366484,2.9085301138772657,-0.2019411466683483,-0.03392628027606168,-0.8973898981079115,0.9021196624216875,154.47272437529995
-2.2528604165906945,1.1902885668281125,-0.4606419074773823,0.5521914442280134,1.3184997616428185,-1.387873860816243,-0.27405419803864667,-0.21808684814876697,-0.5901479018643949,-0.7688024555910584,-38.04885023382362
0.04449966253917808,1.3353385638947266,0.48278866155356703,1.0241904036116802,-1.283287268297742,0.8231675071073435,-1.7808680958503793,3.4754136913196945,0.2415045053369993,-0.23751152153589455,280.43166995531817
0.06593010916903189,-1.3667762910646533,1.6459419702096876,-0.28120910221804357,-0.4588402913384881,0.21185621939180427,1.081725876621382,-0.16338375327788154,0.2764969181156708,0.39900349674352564,-2.3288969876279193
-0.22006942982557448,0.11757334092341389,1.084750080094157,-0.23113440141471192,-1.053026483799951,0.1506159097266319,1.0434069088574849,-0.8522596994081895,0.8788347722785351,0.31273421898898424,-41.66855391842587
-0.472922756736926,0.16115797101919863,1.055541039143645,0.2894486177962816,-0.2696514388358171,0.8278950394532371,0.14800902057881676,0.05113520253055867,1.4297776141527405,-2.094143621221671,-22.662466793465892
-0.5956015031428807,-1.2743535107120438,-1.558467063928662,-0.10651120788480364,-1.7449651720466128,0.09613239535335891,-0.22497072569106133,-1.9466296454433243,-0.8484126549336539,-2.0126633381478225,-479.55976708474725
-2.0348545736412227,-2.359098661350731,-1.0938334523892101,-0.954078775037909,0.273855957079764,0.22927063727148192,-0.6275246078524831,-0.7261635393297972,-2.000098866918171,-0.021024187490920762,-300.34201692020264
1.2429071910117773,0.046614197117193036,-0.3525479764172117,1.2415491220479662,0.3448018834783153,-1.1010347908407876,0.20987848444442933,-0.02471848523312776,-1.641838027702051,-1.5482012494666721,-105.91818811136163
-0.4537944167816778,0.9446565392484269,-0.8031957722066957,-2.309263573276997,1.810158903000974,-1.385498814547174,1.2779836434180032,0.015272550496658476,-0.6300581861093708,-1.5315509630269546,-234.8508165675274
-0.291226302498019,0.9322597916495772,-1.1223558859708531,0.01198370777638433,-0.050776638333619825,-0.9671544097635475,0.8596347706755046,-0.08504604969421219,-0.6536030818954849,-0.6579550502902558,-91.09938476815589
0.9347415376698835,0.6507881126622896,-2.382163394836123,-0.37597581321387524,-0.4215653744126736,0.36927193266131425,0.6494715677359542,1.3711123275572645,1.4380986910428288,-1.6811022377568507,53.0885795993104
0.4980326894875599,-2.006100699364647,0.24262815138519075,0.29045499051453233,1.0268876950530634,-0.37494227695512133,-0.725603550400088,1.2835063180550248,-1.9156587358486536,-0.5377585581820968,-18.99685692399457
0.6238777053072534,0.14383714877566525,0.4461129404149594,0.19916018327351298,-1.4767676184282141,-0.0862610041884909,0.4533176505113345,1.6439562766938216,-0.660827692641461,-0.5330471072051125,7.493765062172594
